"ANAPHYLAXIS","ARTCO2","BP","CATECHOL","CO","CVP","DISCONNECT","ERRCAUTER","ERRLOWOUTPUT","EXPCO2","FIO2","HISTORY","HR","HRBP","HREKG","HRSAT","HYPOVOLEMIA","INSUFFANESTH","INTUBATION","LVEDVOLUME","LVFAILURE","MINVOL","MINVOLSET","PAP","PCWP","PRESS","PULMEMBOLUS","PVSAT","SAO2","SHUNT","STROKEVOLUME","TPR","VENTALV","VENTLUNG","VENTMACH","VENTTUBE"
"FALSE","NORMAL","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","LOW","LOW","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","TRUE","FALSE","TRUE","ZERO","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","NORMAL","ZERO"
"FALSE","LOW","HIGH","HIGH","HIGH","NORMAL","TRUE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ONESIDED","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","HIGH","ZERO","NORMAL","ZERO"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","NORMAL","HIGH","NORMAL","TRUE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","LOW","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","HIGH","HIGH","NORMAL","LOW","NORMAL","ZERO"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","ONESIDED","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","ZERO","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","LOW","LOW","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","NORMAL","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","TRUE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","NORMAL","LOW","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","LOW","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","TRUE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","ESOPHAGEAL","LOW","TRUE","LOW","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","LOW","HIGH","LOW","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","HIGH","NORMAL","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","LOW","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","LOW","FALSE","NORMAL","LOW","NORMAL","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","TRUE","LOW","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","TRUE","TRUE","ZERO","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","TRUE","TRUE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","NORMAL","NORMAL","FALSE","TRUE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","TRUE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","LOW","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","TRUE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","NORMAL","LOW","LOW","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","TRUE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ONESIDED","NORMAL","FALSE","LOW","NORMAL","NORMAL","NORMAL","HIGH","FALSE","NORMAL","LOW","HIGH","NORMAL","NORMAL","LOW","LOW","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","HIGH","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","HIGH","NORMAL","LOW","ZERO","ZERO"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","TRUE","LOW","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","ZERO","ZERO"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","NORMAL","NORMAL","TRUE","FALSE","FALSE","ZERO","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","NORMAL","ZERO"
"FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","LOW","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","LOW","ZERO"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","HIGH","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","HIGH","NORMAL","HIGH","TRUE","LOW","LOW","HIGH","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","TRUE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","LOW","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","LOW","LOW","LOW","NORMAL","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ONESIDED","NORMAL","FALSE","LOW","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","LOW","LOW","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","TRUE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","LOW","FALSE","FALSE","TRUE","LOW","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","ZERO","ZERO"
"FALSE","HIGH","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","LOW","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","LOW","FALSE","TRUE","FALSE","LOW","LOW","TRUE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","NORMAL","LOW","LOW","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","FALSE","ONESIDED","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","LOW","LOW","LOW","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","FALSE","TRUE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","HIGH","HIGH","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","LOW","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","TRUE","NORMAL","HIGH","FALSE","HIGH","LOW","NORMAL","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","LOW","NORMAL","NORMAL","LOW","LOW","ZERO"
"FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","TRUE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","TRUE","LOW","LOW","HIGH","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ESOPHAGEAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","LOW","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","LOW","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","TRUE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","ESOPHAGEAL","NORMAL","FALSE","LOW","HIGH","NORMAL","NORMAL","ZERO","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","LOW","ZERO","HIGH","NORMAL"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","ESOPHAGEAL","NORMAL","FALSE","LOW","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","LOW","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","LOW","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","LOW","HIGH","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","HIGH","HIGH"
"FALSE","NORMAL","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","ZERO","LOW","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","HIGH","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","LOW","HIGH","HIGH","NORMAL","TRUE","FALSE","TRUE","ZERO","NORMAL","FALSE","HIGH","NORMAL","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","HIGH","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","NORMAL","LOW","NORMAL","ZERO"
"FALSE","HIGH","LOW","HIGH","NORMAL","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","TRUE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","NORMAL","HIGH","NORMAL","ZERO","ZERO","NORMAL","ZERO"
"FALSE","NORMAL","NORMAL","HIGH","HIGH","NORMAL","FALSE","TRUE","FALSE","ZERO","NORMAL","FALSE","HIGH","HIGH","NORMAL","NORMAL","TRUE","FALSE","NORMAL","HIGH","FALSE","HIGH","HIGH","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","NORMAL","LOW","HIGH","HIGH"
"FALSE","HIGH","LOW","HIGH","HIGH","NORMAL","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","LOW","LOW","HIGH","NORMAL","LOW","ZERO","ZERO","NORMAL","LOW"
"FALSE","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","FALSE","TRUE","FALSE","NORMAL","NORMAL","FALSE","NORMAL","LOW","NORMAL","NORMAL","FALSE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","HIGH","FALSE","NORMAL","NORMAL","NORMAL","NORMAL","HIGH","NORMAL","NORMAL","NORMAL","LOW"
"FALSE","HIGH","HIGH","HIGH","HIGH","LOW","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","HIGH","HIGH","HIGH","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","NORMAL","LOW","LOW","FALSE","LOW","LOW","NORMAL","NORMAL","NORMAL","ZERO","ZERO","NORMAL","LOW"
"FALSE","HIGH","NORMAL","NORMAL","LOW","HIGH","FALSE","FALSE","FALSE","LOW","NORMAL","FALSE","NORMAL","LOW","LOW","LOW","TRUE","FALSE","NORMAL","HIGH","FALSE","ZERO","NORMAL","NORMAL","HIGH","LOW","FALSE","LOW","LOW","NORMAL","LOW","HIGH","ZERO","ZERO","NORMAL","LOW"
